n2o_lag1h,n2o_lag2h,n2o_lag3h,n2o_roll3h,n2o_roll6h,hour,day_of_year,nh4,no3,po4,o2,o2_setpoint,airflow,valve,ss,temperature,influent_q,stormwater_flow,observed_log1p_n2o,observed_n2o_mg_l,model_prediction_n2o_mg_l
0.22588734577099479,0.1755015430351098,0.05904706803460912,0.15347865228023835,0.11181198555277642,22.0,17.0,2.7212323824564617,6.167617321014404,0.9705010910828908,0.8557098709046841,0.6153487833333333,2876.4626081473675,49.590000025431316,2.665842898686727,11.132480907440186,3116.0301025390627,0.0,0.23242136880093206,0.261651237308979,0.280215192856211
0.261651237308979,0.22588734577099479,0.1755015430351098,0.22101337537169496,0.14447016500893753,23.0,17.0,3.2174613237380982,4.302379775047302,1.4001667280991872,0.23008294751246766,0.4461009166666667,1087.6716239528737,27.83666623433431,2.811264665921529,11.158793830871582,3405.6712727864583,0.0,0.1486960158735115,0.16032021666566534,0.25417982338115136
0.1603202166656653,0.261651237308979,0.22588734577099479,0.2159529332485468,0.1484149954398161,0.0,18.0,3.9644349018732705,3.645248858133952,1.402821413675944,1.0963903203606606,1.1173507333333332,3736.3947028962793,67.96333332061768,2.9038617690404256,11.140618801116943,2854.597216796875,0.0,0.09381846757330779,0.09836033980051674,0.07985602902426353
0.09836033980051674,0.1603202166656653,0.261651237308979,0.17344393125838745,0.16346129176931232,1.0,18.0,1.875956654548645,5.467452144622802,0.8673132141431172,0.9939959545930227,1.0086021,3644.2916264743326,65.44666709899903,3.0039088169733685,11.125608857472738,2953.0231363932294,0.0,0.19139485176908194,0.21093749850988386,0.21300357755285784
0.21093749850988386,0.09836033980051674,0.1603202166656653,0.1565393516586891,0.18877636351519145,2.0,18.0,1.3282613555590312,6.297637446721395,0.9405801316102346,0.9110243111848831,1.0,3916.434504098271,97.4,2.959940489133199,11.168137454986573,2387.27314453125,0.0,0.24123508133556432,0.2728202164173126,0.2985024525998972
0.2728202164173126,0.21093749850988386,0.09836033980051674,0.19403935157590488,0.20499614241222522,3.0,18.0,0.8162133862574895,7.395680157343547,0.8028567572434743,0.7022328416506449,0.43333333333333335,2017.9697939865325,36.026666259765626,2.8884020328521727,11.17883752187093,2326.710652669271,0.0,0.2818054647122452,0.325520834326744,0.3570193746688821
0.325520834326744,0.2728202164173126,0.21093749850988386,0.2697595164179806,0.22160172383818344,4.0,18.0,0.817896842956543,5.073664259910584,0.8943028489748637,0.12108169893423713,0.0,0.0,0.0,2.7479605515797934,11.200930627187093,2625.3495279947915,0.0,0.1374108189639893,0.14729938406186796,0.27731285505015624
0.14729938406186796,0.325520834326744,0.2728202164173126,0.2485468116019753,0.2025430816303316,5.0,18.0,2.7353418111801147,3.1313116947809854,1.1438550392786662,0.6864269991715749,0.93354265,2727.841304972369,63.88666744232178,2.7316388765970867,11.187638664245606,2273.63427734375,0.0,0.010820872381334508,0.010879629765016281,0.06385208057372066
0.01087962976501628,0.14729938406186796,0.325520834326744,0.16123328271787654,0.17763631714689007,6.0,18.0,1.353613841533661,4.333842134475708,0.7051032761732737,0.5679132923483848,0.46839601666666664,1733.3588094550946,52.8266658782959,2.733530076344808,11.145984013875326,2184.6967610677084,0.0,0.08144841449713405,0.0848572532335917,0.1334988239358096
0.08485725323359168,0.01087962976501628,0.14729938406186796,0.0810120890201591,0.17538580271906926,7.0,18.0,1.4642800529797872,2.869879670937856,0.8885300497213999,0.13489824831485744,0.23546953333333331,359.7790243285117,13.566666412353516,2.54086271127065,11.15840196609497,2812.293986002604,0.0,0.023016261223010683,0.023283179247906995,0.08474444714330752
0.023283179247906998,0.08485725323359168,0.01087962976501628,0.03967335408217212,0.14411008284207308,8.0,18.0,2.5623431762059528,1.9946601112683615,1.1676673750082651,1.0077883899211884,1.0238331666666667,3890.4476232316074,97.76333618164061,2.7055317560831704,11.178686745961507,3636.629597981771,0.0,0.02328014314962258,0.023553240815332725,0.03922284155091877
0.023553240815332728,0.023283179247906998,0.08485725323359168,0.043897891098944264,0.10256558690840978,9.0,18.0,1.1975377917289733,3.784291625022888,0.7518711149692535,0.6339699183901151,0.3674781,1456.613019531416,30.256667232513426,2.6752344608306884,11.184714953104654,3414.518522135417,0.0,0.1012025778803746,0.10650077164173125,0.0978687967971381
0.10650077164173123,0.023553240815332728,0.023283179247906998,0.05111239723499078,0.06606224312757433,10.0,18.0,2.233859578768412,1.7738891998926798,1.3544296125570934,0.36958670765161517,0.5839232833333334,1769.3825602334068,42.90999984741211,2.8841678380966185,11.248071002960206,3709.9537027994793,0.0,0.013641103597333433,0.013734567953118382,0.02951633187886314
0.01373456795311838,0.10650077164173123,0.023553240815332728,0.04792952680339458,0.04380144044278273,11.0,18.0,2.44314968585968,2.2094265182813007,1.2383374353249867,1.1124132047096889,1.02640105,3671.6993016284423,82.60666611989339,2.9309891939163206,11.257414563496907,3836.68984375,0.0,0.06551460716877747,0.06770833339542147,0.03153337004421225
0.06770833339542146,0.01373456795311838,0.10650077164173123,0.06264789099675748,0.05327289104785027,12.0,18.0,1.1263369778792063,2.887185823917389,0.9255197862784068,0.29671826809644697,0.1,421.3593524670233,3.943333355585734,2.9359349966049195,11.280050309499105,3825.1157389322916,0.0,0.12098435262523222,0.12860725248853364,0.11202830639275868
0.12860725248853364,0.06770833339542146,0.01373456795311838,0.07001671794569163,0.060564557590340594,13.0,18.0,2.928161946932475,1.5619878808657328,1.1885451793670654,0.9111930966377259,1.03655225,3615.906976204335,85.88333473205564,2.822882302602132,11.327853997548422,3866.608780924479,0.0,0.023506272411643388,0.02378472232570247,0.034682653401603605
0.02378472232570247,0.12860725248853364,0.06770833339542146,0.07336676940321964,0.060648148103306494,14.0,18.0,1.7575563391049702,3.41785356203715,0.7938307742277781,0.855420529594024,0.5753408,2359.845133908641,43.21666717529297,2.811569865544637,11.31148722966512,4097.627303059896,0.0,0.11677086520753963,0.12386188432574272,0.11514833481231423
0.12386188432574269,0.02378472232570247,0.12860725248853364,0.09208461971332672,0.07736625535504149,15.0,18.0,2.1948960224787393,2.0783026933670046,0.8693121194839477,0.3497902194658915,0.5170753166666666,1670.566129731757,38.5466667175293,2.714508851369222,11.341537920633952,3196.932869466146,0.0,0.039450684808441355,0.04023919802469508,0.09122858390146497
0.040239198024695076,0.12386188432574269,0.02378472232570247,0.06262860155871387,0.06632265975220214,16.0,18.0,3.3112635691960652,2.3290918111801147,0.7907526075839997,1.1011887480815252,1.0272568333333334,3406.7132659033255,80.32666727701823,2.654328449567159,11.320951620737711,3488.657421875,0.0,0.05375650071141132,0.055227623693644964,0.03711624169351493
0.05522762369364497,0.040239198024695076,0.12386188432574269,0.07310956868136137,0.0732381690422899,17.0,18.0,1.2127679884433746,2.9518391688664756,0.6446280797322591,0.37129871199528375,0.16666666666666666,629.635354605634,6.013333463668824,2.6907750209172567,11.317183907826742,3220.8333414713543,0.0,0.09311571449017987,0.09758873484097416,0.14402496431617287
